algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
custom,craftdroid,googleplay,glove,140.0,196.0,203.0,209.0,213.0,0.8075544697517014,3.3879129886627197,-1.0
custom,atm,googleplay,glove,153.0,195.0,203.0,209.0,216.0,0.8265515530221412,3.3717408180236816,-1.0
atm_0,union,googleplay,glove,112.0,161.0,192.0,197.0,201.0,0.7026238186790126,3.3897500038146973,-1.0
atm_0,intersection,googleplay,glove,136.0,195.0,205.0,211.0,216.0,0.7999953072102948,3.3510119915008545,-1.0
atm_0,craftdroid,googleplay,glove,114.0,164.0,190.0,193.0,201.0,0.7091424446967438,3.4179301261901855,-1.0
atm_0,atm,googleplay,glove,138.0,194.0,204.0,211.0,216.0,0.7977060803108785,3.3458991050720215,-1.0
adaptdroid_0,union,googleplay,glove,128.0,159.0,168.0,173.0,184.0,0.7117294646916168,3.414989948272705,-1.0
adaptdroid_0,intersection,googleplay,glove,132.0,161.0,178.0,182.0,186.0,0.7316738528606023,3.3808481693267822,-1.0
adaptdroid_0,craftdroid,googleplay,glove,127.0,162.0,169.0,174.0,183.0,0.7135747487757074,3.4233877658843994,-1.0
adaptdroid_0,atm,googleplay,glove,132.0,161.0,178.0,182.0,185.0,0.7304873487329216,3.378525972366333,-1.0
craftdroid,union,android,fast,123.0,183.0,203.0,204.0,209.0,0.7440861984592633,3.8246848583221436,-1.0
craftdroid,intersection,android,fast,140.0,191.0,202.0,206.0,212.0,0.8017830209006682,3.7743029594421387,-1.0
craftdroid,craftdroid,android,fast,113.0,180.0,201.0,203.0,208.0,0.7248392689182164,3.8311469554901123,-1.0
craftdroid,atm,android,fast,146.0,196.0,207.0,210.0,213.0,0.8196024563671621,3.813218116760254,-1.0
custom,union,android,fast,147.0,190.0,200.0,208.0,211.0,0.8022328162034044,3.582717180252075,-1.0
custom,intersection,android,fast,140.0,191.0,200.0,205.0,211.0,0.8000416344590554,3.4330339431762695,-1.0
custom,craftdroid,android,fast,128.0,187.0,198.0,205.0,211.0,0.7671037547168772,3.4851291179656982,-1.0
custom,atm,android,fast,152.0,195.0,202.0,209.0,212.0,0.8214049430961196,3.3624372482299805,-1.0
atm_0,union,android,fast,101.0,141.0,180.0,192.0,201.0,0.6577411395268744,3.4166979789733887,-1.0
atm_0,intersection,android,fast,128.0,188.0,205.0,207.0,212.0,0.7752619816742231,3.338346004486084,-1.0
atm_0,craftdroid,android,fast,104.0,152.0,182.0,191.0,201.0,0.6760603894266675,3.3304948806762695,-1.0
atm_0,atm,android,fast,126.0,184.0,201.0,206.0,210.0,0.7592230532823535,3.3277177810668945,-1.0
adaptdroid_0,union,android,fast,123.0,152.0,165.0,173.0,184.0,0.6932549927963068,3.3440518379211426,-1.0
adaptdroid_0,intersection,android,fast,130.0,163.0,174.0,182.0,188.0,0.7234909426691315,3.3247570991516113,-1.0
adaptdroid_0,craftdroid,android,fast,118.0,152.0,167.0,173.0,184.0,0.6836347778061898,3.3497560024261475,-1.0
adaptdroid_0,atm,android,fast,132.0,162.0,173.0,182.0,187.0,0.7260613821394281,3.27178692817688,-1.0
craftdroid,union,blogs,fast,131.0,190.0,204.0,206.0,211.0,0.7671175229998759,3.7107648849487305,-1.0
craftdroid,intersection,blogs,fast,141.0,195.0,208.0,211.0,215.0,0.8112359046182576,3.657529830932617,-1.0
craftdroid,craftdroid,blogs,fast,129.0,189.0,203.0,205.0,211.0,0.7695810725222489,3.677842855453491,-1.0
craftdroid,atm,blogs,fast,148.0,197.0,209.0,212.0,215.0,0.820838720103426,3.6506102085113525,-1.0
custom,union,blogs,fast,146.0,190.0,204.0,211.0,213.0,0.8029654985537339,3.249444007873535,-1.0
custom,intersection,blogs,fast,147.0,198.0,206.0,210.0,216.0,0.8283642741847076,3.2406060695648193,-1.0
custom,craftdroid,blogs,fast,130.0,194.0,205.0,210.0,213.0,0.7839332236391059,3.322777032852173,-1.0
custom,atm,blogs,fast,158.0,197.0,207.0,210.0,216.0,0.8403354729206123,3.2601449489593506,-1.0
atm_0,union,blogs,fast,101.0,148.0,185.0,193.0,201.0,0.6621692660401158,3.252092123031616,-1.0
atm_0,intersection,blogs,fast,134.0,194.0,205.0,207.0,213.0,0.7936702049383995,3.2134931087493896,-1.0
atm_0,craftdroid,blogs,fast,111.0,157.0,185.0,190.0,200.0,0.6930422973833607,3.2831201553344727,-1.0
atm_0,atm,blogs,fast,131.0,191.0,204.0,210.0,213.0,0.7780594399589803,3.233694076538086,-1.0
adaptdroid_0,union,blogs,fast,120.0,158.0,169.0,179.0,186.0,0.694664861569639,3.2704219818115234,-1.0
adaptdroid_0,intersection,blogs,fast,132.0,167.0,175.0,179.0,185.0,0.734440092969275,3.2165918350219727,-1.0
adaptdroid_0,craftdroid,blogs,fast,118.0,158.0,170.0,177.0,187.0,0.6903907515903722,3.251588821411133,-1.0
adaptdroid_0,atm,blogs,fast,133.0,165.0,175.0,180.0,185.0,0.734504923577092,3.2496249675750732,-1.0
craftdroid,union,standard,fast,139.0,183.0,200.0,205.0,210.0,0.7789159056127377,3.6952388286590576,-1.0
craftdroid,intersection,standard,fast,150.0,193.0,206.0,211.0,216.0,0.8286022714815284,3.6493372917175293,-1.0
craftdroid,craftdroid,standard,fast,129.0,183.0,201.0,205.0,210.0,0.765014447593633,3.7170889377593994,-1.0
craftdroid,atm,standard,fast,155.0,195.0,206.0,211.0,216.0,0.8376017687163199,3.6865108013153076,-1.0
custom,union,standard,fast,151.0,195.0,206.0,209.0,213.0,0.817136449721589,3.258085012435913,-1.0
custom,intersection,standard,fast,150.0,195.0,207.0,212.0,214.0,0.8316828772032393,3.23488712310791,-1.0
custom,craftdroid,standard,fast,138.0,197.0,208.0,210.0,212.0,0.8047860646203389,3.2456929683685303,-1.0
custom,atm,standard,fast,161.0,200.0,207.0,213.0,215.0,0.8499550776021362,3.201457977294922,-1.0
atm_0,union,standard,fast,126.0,165.0,191.0,197.0,203.0,0.7344144366884806,3.2805490493774414,-1.0
atm_0,intersection,standard,fast,136.0,194.0,207.0,209.0,213.0,0.7998256609628369,3.25982403755188,-1.0
atm_0,craftdroid,standard,fast,119.0,163.0,189.0,192.0,200.0,0.7170470445564553,3.2524502277374268,-1.0
atm_0,atm,standard,fast,141.0,195.0,202.0,210.0,214.0,0.8038333619539718,3.2353670597076416,-1.0
adaptdroid_0,union,standard,fast,130.0,164.0,177.0,187.0,198.0,0.7308442565684826,3.2784509658813477,-1.0
adaptdroid_0,intersection,standard,fast,141.0,179.0,189.0,200.0,203.0,0.7777790395006354,3.2438011169433594,-1.0
adaptdroid_0,craftdroid,standard,fast,127.0,164.0,177.0,186.0,197.0,0.7260974257094422,3.22939395904541,-1.0
adaptdroid_0,atm,standard,fast,143.0,179.0,190.0,199.0,202.0,0.7817730344448567,3.2455179691314697,-1.0
craftdroid,union,googleplay,fast,142.0,190.0,205.0,206.0,212.0,0.7944730357626283,3.7059268951416016,-1.0
craftdroid,intersection,googleplay,fast,146.0,198.0,209.0,213.0,216.0,0.8253369534699456,3.7433221340179443,-1.0
craftdroid,craftdroid,googleplay,fast,134.0,190.0,204.0,206.0,212.0,0.7831356803076259,3.7004761695861816,-1.0
craftdroid,atm,googleplay,fast,149.0,202.0,210.0,213.0,216.0,0.8329035698600914,3.6711220741271973,-1.0
custom,union,googleplay,fast,151.0,192.0,203.0,210.0,214.0,0.8183688860159449,3.2454419136047363,-1.0
custom,intersection,googleplay,fast,144.0,196.0,213.0,215.0,218.0,0.8232009820245115,3.2367029190063477,-1.0
custom,craftdroid,googleplay,fast,139.0,196.0,206.0,213.0,216.0,0.8100804424333837,3.24422287940979,-1.0
custom,atm,googleplay,fast,151.0,198.0,212.0,215.0,218.0,0.829077784960138,3.241118907928467,-1.0
atm_0,union,googleplay,fast,105.0,153.0,185.0,198.0,202.0,0.6805985294132425,3.2560861110687256,-1.0
atm_0,intersection,googleplay,fast,139.0,196.0,209.0,210.0,215.0,0.8090712040603509,3.216729164123535,-1.0
atm_0,craftdroid,googleplay,fast,111.0,161.0,186.0,195.0,202.0,0.701779798936727,3.2602379322052,-1.0
atm_0,atm,googleplay,fast,137.0,190.0,203.0,211.0,214.0,0.7918114100162685,3.272361993789673,-1.0
adaptdroid_0,union,googleplay,fast,125.0,165.0,173.0,184.0,199.0,0.7215395391625488,3.259948968887329,-1.0
adaptdroid_0,intersection,googleplay,fast,134.0,173.0,185.0,191.0,196.0,0.752181114463486,3.236636161804199,-1.0
adaptdroid_0,craftdroid,googleplay,fast,124.0,167.0,174.0,186.0,198.0,0.7230557174742028,3.299010992050171,-1.0
adaptdroid_0,atm,googleplay,fast,134.0,173.0,184.0,191.0,196.0,0.7510567988595324,3.2429471015930176,-1.0
craftdroid,union,empty,jaccard,125.0,186.0,201.0,204.0,207.0,0.7596089145910868,3.6671268939971924,-1.0
craftdroid,intersection,empty,jaccard,129.0,187.0,204.0,206.0,210.0,0.7852564149823998,3.6530649662017822,-1.0
craftdroid,craftdroid,empty,jaccard,120.0,183.0,203.0,205.0,207.0,0.749524135156462,3.797635078430176,-1.0
craftdroid,atm,empty,jaccard,132.0,192.0,204.0,205.0,210.0,0.7938589420147184,3.704231023788452,-1.0
custom,union,empty,jaccard,153.0,192.0,205.0,210.0,210.0,0.834081923579807,3.2934558391571045,-1.0
custom,intersection,empty,jaccard,141.0,189.0,206.0,208.0,213.0,0.806266688019642,3.2356340885162354,-1.0
custom,craftdroid,empty,jaccard,142.0,192.0,207.0,211.0,211.0,0.8177989788149825,3.262855291366577,-1.0
custom,atm,empty,jaccard,156.0,193.0,206.0,207.0,213.0,0.8352155634081461,3.2677149772644043,-1.0
atm_0,union,empty,jaccard,118.0,178.0,204.0,209.0,212.0,0.7583313667065145,3.2460949420928955,-1.0
atm_0,intersection,empty,jaccard,128.0,187.0,205.0,207.0,212.0,0.785753867506822,3.217834949493408,-1.0
atm_0,craftdroid,empty,jaccard,119.0,180.0,206.0,208.0,212.0,0.7593692177443652,3.25055193901062,-1.0
atm_0,atm,empty,jaccard,141.0,187.0,202.0,205.0,212.0,0.805915125284179,3.2291018962860107,-1.0
adaptdroid_0,union,empty,jaccard,125.0,160.0,182.0,187.0,189.0,0.7274184692623078,3.2989630699157715,-1.0
adaptdroid_0,intersection,empty,jaccard,119.0,155.0,169.0,171.0,184.0,0.6958749259692527,3.265049934387207,-1.0
adaptdroid_0,craftdroid,empty,jaccard,124.0,162.0,183.0,188.0,190.0,0.7282251258765262,3.2610490322113037,-1.0
adaptdroid_0,atm,empty,jaccard,121.0,155.0,169.0,171.0,184.0,0.6988667518712953,3.232320785522461,-1.0
craftdroid,union,empty,edit_distance,125.0,182.0,197.0,203.0,209.0,0.7501980073532226,3.686069965362549,-1.0
craftdroid,intersection,empty,edit_distance,138.0,189.0,205.0,213.0,215.0,0.7992576051399584,3.637892007827759,-1.0
craftdroid,craftdroid,empty,edit_distance,122.0,182.0,199.0,206.0,210.0,0.7474974399467728,3.689142942428589,-1.0
craftdroid,atm,empty,edit_distance,140.0,189.0,203.0,212.0,215.0,0.8010531951708424,3.6550519466400146,-1.0
custom,union,empty,edit_distance,141.0,187.0,203.0,212.0,213.0,0.7956891566620075,3.267359972000122,-1.0
custom,intersection,empty,edit_distance,138.0,188.0,206.0,212.0,215.0,0.801344030988938,3.2461607456207275,-1.0
custom,craftdroid,empty,edit_distance,128.0,189.0,204.0,212.0,212.0,0.7797251417121912,3.2772390842437744,-1.0
custom,atm,empty,edit_distance,146.0,192.0,208.0,211.0,215.0,0.815275857277136,3.251934051513672,-1.0
atm_0,union,empty,edit_distance,111.0,160.0,189.0,198.0,207.0,0.7051909121645619,3.251400947570801,-1.0
atm_0,intersection,empty,edit_distance,132.0,190.0,209.0,211.0,214.0,0.7912376040776067,3.2362313270568848,-1.0
atm_0,craftdroid,empty,edit_distance,101.0,158.0,189.0,195.0,204.0,0.6820560861004669,3.244666814804077,-1.0
atm_0,atm,empty,edit_distance,139.0,191.0,204.0,209.0,213.0,0.8010514616157518,3.2880759239196777,-1.0
adaptdroid_0,union,empty,edit_distance,114.0,159.0,169.0,181.0,186.0,0.688889900559812,3.2634739875793457,-1.0
adaptdroid_0,intersection,empty,edit_distance,119.0,163.0,181.0,187.0,192.0,0.7084251125601378,3.218514919281006,-1.0
adaptdroid_0,craftdroid,empty,edit_distance,110.0,161.0,169.0,181.0,189.0,0.6836719786297241,3.2838268280029297,-1.0
adaptdroid_0,atm,empty,edit_distance,118.0,164.0,178.0,187.0,191.0,0.70496969218893,3.2524502277374268,-1.0
